team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2008,BOS,2008020045,BOS,MTL,AWAY,20081015,Team Level,other,0.564,0.5714,0.5,79.0,3.699,0.251,0.283,0.842,0.127,2.232,1.265,0.251,0.251,0.251,3.0,2.0,3.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,0.061,0.19,0.0,0.0,1.0,0.0,8.0,5.0,5.0,0.0,0.084,0.0,0.0,0.335,0.335,0.334,3.704,0.194,0.192,0.842,0.109,1.803,1.86,0.193,0.194,0.193,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,5.0,3.0,0.0,5.0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.045,0.0,0.0,0.239,0.239,0.237
BOS,2008,BOS,2008020045,BOS,MTL,AWAY,20081015,Team Level,all,0.5215,0.5368,0.5341,3900.0,33.115,3.394,1.978,7.39,1.058,17.532,15.648,2.816,3.39,2.812,34.0,13.0,26.0,73.0,3.0,3.0,1.0,12.0,0.0,18.0,11.0,31.0,44.0,6.0,15.0,27.0,26.0,5.0,8.0,38.0,5.0,4.0,0.638,0.596,2.16,1.0,1.0,1.0,71.053,47.0,46.187,6.0,0.478,0.965,0.965,2.907,2.904,2.668,29.757,3.114,2.21,6.492,0.904,15.135,13.144,2.908,3.126,2.919,28.0,13.0,22.0,63.0,3.0,3.0,1.0,1.0,2.0,17.0,15.0,25.0,38.0,8.0,19.0,36.0,30.0,15.0,15.0,29.0,7.0,5.0,0.952,0.856,1.307,0.0,1.0,2.0,64.334,41.0,41.631,15.0,0.49,0.694,0.694,2.911,2.908,2.735
BOS,2008,BOS,2008020045,BOS,MTL,AWAY,20081015,Team Level,5on5,0.3557,0.5172,0.4906,2898.0,18.677,0.875,0.969,4.522,0.591,9.729,9.313,0.852,0.872,0.848,17.0,9.0,19.0,45.0,1.0,1.0,0.0,8.0,0.0,9.0,7.0,16.0,25.0,6.0,15.0,18.0,20.0,3.0,7.0,22.0,4.0,0.0,0.469,0.407,0.0,1.0,0.0,0.0,43.053,26.0,25.187,6.0,0.197,0.124,0.124,0.949,0.947,0.931,19.053,1.585,1.31,4.584,0.586,10.028,8.906,1.525,1.597,1.535,18.0,9.0,15.0,42.0,1.0,3.0,1.0,1.0,1.0,11.0,10.0,17.0,26.0,7.0,17.0,23.0,25.0,10.0,8.0,22.0,3.0,2.0,0.651,0.332,0.602,0.0,0.0,1.0,43.334,27.0,27.631,8.0,0.272,0.694,0.694,1.163,1.161,1.152
BOS,2008,BOS,2008020045,BOS,MTL,AWAY,20081015,Team Level,4on5,0.0493,0.25,0.3,376.0,1.734,0.049,0.049,0.234,0.048,0.439,2.18,0.049,0.049,0.049,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.012,0.0,0.0,0.061,0.061,0.061,5.2,0.945,0.558,0.934,0.168,2.845,1.55,0.801,0.945,0.801,6.0,1.0,5.0,12.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,0.107,0.336,0.502,0.0,0.0,1.0,12.0,7.0,7.0,0.0,0.139,0.0,0.0,1.084,1.084,0.92
BOS,2008,BOS,2008020045,BOS,MTL,AWAY,20081015,Team Level,5on4,0.8505,0.8421,0.8667,547.0,9.005,2.218,0.676,1.793,0.291,5.131,2.89,1.664,2.218,1.664,11.0,2.0,3.0,16.0,1.0,2.0,1.0,2.0,0.0,6.0,2.0,10.0,12.0,0.0,0.0,4.0,1.0,1.0,1.0,9.0,0.0,4.0,0.058,0.0,2.16,0.0,0.0,1.0,16.0,13.0,13.0,0.0,0.185,0.841,0.841,1.562,1.562,1.341,1.8,0.39,0.15,0.132,0.041,0.459,0.828,0.39,0.39,0.39,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.188,0.202,0.0,1.0,0.0,3.0,2.0,2.0,7.0,0.034,0.0,0.0,0.425,0.425,0.425
BOS,2008,BOS,2008020065,BOS,OTT,AWAY,20081018,Team Level,other,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.087,0.029,0.214,0.024,0.344,0.368,0.087,0.087,0.087,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.007,0.0,0.0,0.028,0.028,0.028
BOS,2008,BOS,2008020065,BOS,OTT,AWAY,20081018,Team Level,all,0.6018,0.466,0.507,3600.0,25.813,2.772,1.797,5.061,0.762,13.251,12.357,2.701,2.928,2.854,27.0,9.0,12.0,48.0,4.0,1.0,0.0,1.0,0.0,15.0,15.0,23.0,32.0,5.0,10.0,29.0,27.0,9.0,11.0,27.0,6.0,3.0,0.894,0.66,1.218,1.0,1.0,2.0,50.88,36.0,37.933,8.0,0.388,0.01,0.01,3.15,3.326,3.243,24.372,1.834,1.696,5.804,0.769,14.264,9.699,1.804,1.749,1.719,23.0,12.0,20.0,55.0,2.0,1.0,0.0,10.0,1.0,8.0,13.0,21.0,33.0,2.0,4.0,20.0,25.0,7.0,11.0,29.0,4.0,2.0,0.913,0.495,0.426,1.0,1.0,0.0,52.336,35.0,33.209,8.0,0.363,0.055,0.055,2.077,1.974,1.948
BOS,2008,BOS,2008020065,BOS,OTT,AWAY,20081018,Team Level,5on5,0.639,0.5135,0.5098,2805.0,19.194,2.002,1.272,3.927,0.553,10.168,8.078,1.958,2.158,2.112,20.0,6.0,12.0,38.0,3.0,0.0,0.0,1.0,0.0,10.0,12.0,17.0,23.0,5.0,10.0,24.0,24.0,7.0,10.0,18.0,6.0,2.0,0.725,0.66,0.618,1.0,1.0,1.0,40.88,26.0,27.933,7.0,0.262,0.0,0.0,2.264,2.44,2.386,18.029,1.131,1.167,4.251,0.555,10.406,7.49,1.128,1.046,1.043,18.0,7.0,11.0,36.0,1.0,0.0,0.0,8.0,1.0,5.0,10.0,17.0,24.0,1.0,2.0,15.0,23.0,5.0,9.0,22.0,2.0,1.0,0.601,0.311,0.22,1.0,0.0,0.0,33.336,25.0,23.209,8.0,0.237,0.0,0.0,1.369,1.266,1.261
BOS,2008,BOS,2008020065,BOS,OTT,AWAY,20081018,Team Level,4on5,0.1676,0.2222,0.3333,518.0,2.079,0.124,0.083,0.208,0.058,0.473,3.053,0.124,0.124,0.124,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,0.018,0.0,0.0,0.142,0.142,0.142,5.606,0.616,0.501,1.339,0.189,3.514,1.84,0.59,0.616,0.59,4.0,4.0,6.0,14.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,7.0,1.0,2.0,4.0,0.0,1.0,1.0,5.0,2.0,1.0,0.225,0.185,0.206,0.0,1.0,0.0,14.0,8.0,8.0,0.0,0.119,0.055,0.055,0.68,0.68,0.659
BOS,2008,BOS,2008020065,BOS,OTT,AWAY,20081018,Team Level,5on4,1.0,0.8571,1.0,159.0,4.541,0.646,0.442,0.926,0.151,2.61,1.226,0.618,0.646,0.618,4.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.045,0.0,0.601,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.108,0.01,0.01,0.744,0.744,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,2008,BOS,2008020078,BOS,PIT,HOME,20081020,Team Level,other,0.6805,0.5,0.5,218.0,4.612,0.575,0.259,0.966,0.133,1.934,2.133,0.559,0.575,0.559,5.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,6.0,1.0,2.0,7.0,1.0,2.0,0.0,4.0,0.0,2.0,0.131,0.0,0.444,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.061,0.21,0.21,0.426,0.426,0.425,4.311,0.27,0.237,0.929,0.143,2.086,2.335,0.269,0.27,0.269,5.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,6.0,1.0,2.0,3.0,1.0,2.0,0.0,5.0,1.0,0.0,0.104,0.166,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.065,0.0,0.0,0.335,0.335,0.333
BOS,2008,BOS,2008020078,BOS,PIT,HOME,20081020,Team Level,all,0.5974,0.5872,0.5714,3900.0,32.555,2.692,2.17,6.986,0.996,18.262,16.894,2.66,2.615,2.583,36.0,12.0,16.0,64.0,1.0,1.0,0.0,11.0,1.0,14.0,20.0,35.0,47.0,5.0,13.0,31.0,20.0,7.0,6.0,38.0,7.0,3.0,1.138,0.897,0.656,1.0,0.0,0.0,61.985,48.0,46.585,1.0,0.477,0.21,0.21,2.959,2.867,2.843,25.833,1.814,1.634,5.203,0.773,13.014,13.562,1.774,1.92,1.876,32.0,4.0,9.0,45.0,1.0,2.0,1.0,7.0,1.0,12.0,13.0,31.0,35.0,7.0,17.0,35.0,20.0,6.0,6.0,29.0,6.0,1.0,0.747,0.838,0.229,0.0,0.0,1.0,46.663,36.0,37.361,2.0,0.365,0.255,0.255,1.924,2.022,2.017
BOS,2008,BOS,2008020078,BOS,PIT,HOME,20081020,Team Level,5on5,0.4778,0.5949,0.5714,2995.0,20.816,1.343,1.295,4.672,0.664,11.766,12.26,1.337,1.266,1.26,22.0,10.0,15.0,47.0,0.0,0.0,0.0,8.0,0.0,9.0,15.0,22.0,32.0,4.0,11.0,17.0,17.0,4.0,5.0,27.0,5.0,0.0,0.693,0.65,0.0,0.0,0.0,0.0,44.985,32.0,30.585,1.0,0.267,0.0,0.0,1.61,1.517,1.509,17.152,1.468,1.011,3.551,0.49,8.544,8.935,1.43,1.574,1.532,23.0,1.0,8.0,32.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,22.0,23.0,6.0,15.0,26.0,18.0,4.0,6.0,18.0,5.0,1.0,0.568,0.672,0.229,0.0,0.0,1.0,33.663,24.0,25.361,2.0,0.208,0.229,0.229,1.448,1.546,1.543
BOS,2008,BOS,2008020078,BOS,PIT,HOME,20081020,Team Level,4on5,0.7544,0.1667,0.1667,257.0,0.884,0.212,0.073,0.062,0.02,0.213,0.421,0.212,0.212,0.212,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.212,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.018,0.0,0.0,0.23,0.23,0.23,3.481,0.069,0.38,0.679,0.118,2.169,1.585,0.069,0.069,0.069,3.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.09,0.026,0.026,0.133,0.133,0.132
BOS,2008,BOS,2008020078,BOS,PIT,HOME,20081020,Team Level,5on4,0.9894,0.9,0.9,430.0,6.244,0.562,0.542,1.286,0.179,4.35,2.081,0.552,0.562,0.552,8.0,1.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,7.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,0.0,0.314,0.247,0.0,1.0,0.0,0.0,9.0,9.0,9.0,0.0,0.131,0.0,0.0,0.693,0.693,0.679,0.888,0.006,0.006,0.043,0.022,0.215,0.707,0.006,0.006,0.006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.002,0.0,0.0,0.008,0.008,0.008
